Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2008,Ben McLemore,77,185,23,Cavaliers,SG,4,4,3,58,58,54,27,87,53,64,86,73,78,0,39,40,48,7,88,43,66,20,41,50,70,0,70,67,80,41,56,50,6'5'',57,60,2295,0.47259153
2010,Ennis Whatley,75,175,23,Kings,PG,5,5,3,54,50,46,2,15,3,35,66,59,89,0,85,75,61,21,87,53,90,10,26,50,47,0,67,47,62,80,80,42,6'3'',61,64,186,0.47
2008,Solomon Hill,79,225,25,Jazz,SF,3,3,3,48,41,81,57,6,44,64,66,71,34,0,68,55,46,43,66,77,58,5,51,82,56,0,40,55,68,57,70,65,6'7'',55,58,265,0.466852105
2010,Omar Cook,73,190,20,Suns,PG,5,5,0,67,63,15,96,99,81,47,75,38,58,0,68,58,81,18,55,37,38,13,31,23,57,0,67,55,56,66,53,34,6'1'',52,56,1295,0.46
2010,Roberto Porter,75,192,20,Magic,PG,5,5,0,46,59,46,7,56,37,30,76,56,80,0,35,72,78,16,50,30,64,16,20,19,42,0,42,36,66,71,56,26,6'3'',49,51,543,0.46
2010,Mehmet Okur,82,280,22,Kings,C,1,1,0,42,51,18,77,35,89,62,59,15,58,0,40,21,46,56,24,39,40,43,63,57,95,0,62,69,37,25,62,64,6'10'',54,57,798,0.455821625
2010,Edgar Jones,77,200,30,Rockets,SG,4,4,8,46,46,20,45,93,21,42,93,86,18,0,63,16,54,13,46,42,60,7,10,38,45,0,62,49,90,24,42,30,6'5'',48,48,2178,0.45
2008,John Petty,77,195,28,SuperSonics,SG,4,4,8,51,66,16,87,15,41,56,79,100,96,0,37,71,31,30,59,37,55,36,37,48,61,0,90,67,90,62,47,45,6'5'',59,60,396,0.44254303
2009,Bernie Williams,75,175,23,Bullets,PG,5,5,0,65,54,24,64,14,56,41,65,31,29,0,68,86,66,21,63,31,37,16,20,29,61,0,64,52,48,87,50,32,6'3'',50,53,1288,0.44
2012,Alton Ford,81,270,22,Heat,PF,2,2,2,47,43,60,5,87,48,45,60,5,7,0,39,29,67,56,40,34,38,47,59,49,87,0,58,57,32,36,64,59,6'9'',53,56,282,0.437462933
2010,Kwame Brown,84,240,19,Hornets,C,1,1,0,72,74,12,64,34,42,78,50,5,54,0,41,31,62,62,28,41,37,55,37,33,92,0,68,78,28,37,70,45,7'0'',55,59,369,0.43648612
2011,LeRon Ellis,83,215,24,SuperSonics,C,1,1,3,56,60,55,53,62,55,63,52,5,72,0,50,20,32,66,20,41,12,48,70,79,60,0,65,63,28,23,53,71,6'11'',47,49,169,0.431557793
2010,Bobby Podoloff,73,210,20,Hawks,PG,5,5,0,57,68,55,53,8,83,28,71,58,41,0,70,65,80,11,38,43,55,43,15,31,42,0,66,42,64,72,54,30,6'1'',52,56,200,0.43
2010,Smush Parker,76,190,25,Pistons,PG,5,5,4,48,54,65,27,28,63,48,80,61,96,0,75,51,51,26,50,68,52,18,35,49,57,0,60,53,70,56,58,45,6'4'',54,57,1109,0.43
2010,Kevin Willis,84,220,30,Timberwolves,C,1,1,8,48,46,79,44,92,92,54,41,5,28,0,74,44,54,68,31,64,5,29,90,85,65,0,30,49,23,49,60,82,7'0'',52,52,296,0.415475561
2009,Kevin Brooks,80,210,23,Cavaliers,SF,3,3,1,65,48,49,4,12,4,53,81,40,18,0,86,41,57,40,28,70,6,17,28,34,71,0,90,68,60,48,49,39,6'8'',50,53,2492,0.41
2009,Mike Miller,80,218,25,Magic,SG,4,4,5,43,44,100,10,64,73,76,80,48,99,0,51,58,34,36,78,71,65,7,35,59,58,0,51,65,64,55,66,49,6'8'',57,60,342,0.41
2010,Stanley Roberts,84,295,23,Suns,C,1,1,2,47,54,26,7,1,28,75,52,5,34,0,33,23,44,57,27,40,15,11,62,59,70,0,36,62,28,26,44,61,7'0'',48,50,2052,0.406757902
2011,Mike Muscala,83,240,28,Timberwolves,C,1,1,6,38,38,11,86,21,24,54,54,5,85,0,14,39,64,52,28,41,50,62,94,97,45,0,41,48,30,38,57,86,6'11'',52,51,193,0.400413785
2009,Doug Smith,82,235,23,Cavaliers,PF,2,2,1,64,64,51,74,6,76,77,75,5,5,0,35,18,63,70,35,44,57,16,60,40,39,0,65,66,40,26,52,48,6'10'',52,56,2042,0.4
2010,Jackie Moon,77,230,38,Trailblazers,SF,3,3,18,23,16,87,93,95,79,59,91,46,67,0,51,32,30,55,35,63,19,20,51,75,52,0,51,55,68,32,49,61,6'5'',48,39,269,0.4
2011,Dale Davis,83,240,25,Pacers,PF,2,2,3,58,68,23,73,52,100,73,57,5,49,0,60,37,43,74,22,41,7,59,79,93,81,0,66,73,31,41,66,84,6'11'',58,62,184,0.397741071
2009,Keita Bates-Diop,79,190,33,Magic,SF,3,3,12,39,56,11,27,83,93,63,85,48,97,0,58,38,53,88,46,68,45,57,85,70,45,0,66,60,66,44,81,71,6'7'',56,56,184,0.39
2009,Robert Williams,81,237,30,Warriors,PF,2,2,10,49,42,19,29,99,88,75,36,5,97,0,57,37,54,62,37,41,35,60,76,59,62,0,49,65,20,42,68,65,6'9'',53,53,234,0.39
2011,Jamison Brewer,76,180,21,Cougars,SG,4,4,1,60,63,9,83,49,84,52,77,30,67,0,48,29,69,31,49,44,50,23,34,30,57,0,89,64,54,37,57,37,6'4'',47,50,2000,0.385687339
2011,Aljami Durham,77,185,30,Grizzlies,PG,5,5,11,41,60,5,53,31,8,59,68,77,56,0,49,60,82,47,57,69,5,5,46,45,74,0,33,54,72,65,58,52,6'5'',55,55,1709,0.377407012
2010,Brian Scalabrine,82,245,22,Clippers,PF,2,2,0,45,38,0,22,12,83,62,59,21,45,0,44,38,52,42,18,35,33,32,68,61,89,0,51,64,40,41,46,67,6'10'',50,52,372,0.372044073
2009,Victor Alexander,81,265,23,Bullets,PF,2,2,1,50,40,81,64,60,81,67,55,38,23,0,39,33,47,59,22,42,57,13,56,55,74,0,42,61,46,35,51,58,6'9'',48,49,877,0.37
2012,Jason Collins,83,265,22,Pelicans,C,1,1,2,50,39,25,15,90,41,57,60,16,9,0,57,31,47,37,13,39,29,49,78,76,93,0,49,62,38,36,53,78,6'11'',54,56,92,0.369811795
2008,Steve Hood,79,190,21,Celtics,SF,3,3,0,68,72,26,3,67,30,56,74,35,45,0,42,42,52,31,65,41,29,26,26,63,58,0,58,57,54,44,54,49,6'7'',45,48,1163,0.353077788
2009,Billy Owens,81,225,22,Heat,SF,3,3,1,62,80,73,3,79,87,77,48,58,81,0,39,38,53,35,37,48,72,19,37,53,58,0,40,62,53,40,61,48,6'9'',48,51,223,0.35
2008,Carlos Boozer,81,255,23,Pistons,PF,2,2,2,43,42,51,37,50,3,73,63,5,23,0,23,39,46,52,39,17,28,29,93,75,79,0,21,59,34,37,47,80,6'9'',50,53,2395,0.35
2010,Carsen Edwards,73,190,31,Suns,PG,5,5,12,49,46,47,10,60,56,51,68,85,92,0,61,67,79,19,61,43,39,5,33,20,76,0,63,60,76,72,55,36,6'1'',57,57,2609,0.35
2009,Meadowlark Lemon,75,195,33,Spurs,SG,4,4,12,35,43,29,59,88,7,63,70,52,94,0,70,83,48,55,86,90,50,53,51,48,54,0,73,64,61,82,85,50,6'3'',59,59,2951,0.35
2009,Steve Hood,79,190,22,Celtics,SF,3,3,1,63,52,26,3,67,30,62,79,38,45,0,49,38,54,36,66,44,27,28,27,67,61,0,56,60,58,42,59,51,6'7'',48,50,1571,0.35
2011,Gary Leonard,85,255,22,Cougars,C,1,1,0,65,71,77,21,15,79,49,59,14,84,0,41,33,45,65,25,41,33,48,66,82,73,0,51,54,36,35,64,73,7'1'',52,56,2061,0.345627621
2009,Greg Anthony,74,190,24,Bulls,PG,5,5,1,77,76,55,96,25,28,44,67,16,6,0,82,76,61,17,82,37,80,26,9,22,50,0,40,44,42,80,75,24,6'2'',54,58,799,0.34
2011,Alton Ford,81,270,21,Heat,PF,2,2,1,43,35,60,5,87,48,49,59,5,7,0,37,29,64,54,36,35,33,43,56,45,90,0,56,59,32,34,60,57,6'9'',52,54,594,0.337950401
2008,Keita Bates-Diop,79,190,32,Magic,SF,3,3,11,40,45,11,27,83,93,64,83,53,97,0,62,38,57,88,49,66,47,58,83,71,44,0,71,62,68,43,83,70,6'7'',58,58,215,0.33
2008,Rudy Gobert,85,240,24,Hawks,C,1,1,3,45,54,58,34,75,86,66,30,5,42,0,45,41,37,89,15,21,13,81,79,78,69,0,47,61,18,40,71,75,7'1'',51,54,2078,0.33
2010,Jeff Withey,84,225,28,Magic,C,1,1,5,52,47,40,88,3,27,65,49,5,98,0,13,28,33,59,14,67,5,74,59,68,76,0,53,64,27,25,70,64,7'0'',49,49,197,0.322479747
2011,Jeff Malone,76,200,26,Cougars,SG,4,4,4,49,48,14,2,70,12,58,87,52,53,0,54,38,77,14,41,87,29,5,22,39,55,0,37,51,70,48,49,37,6'4'',53,53,1083,0.321893215
2010,Greg Anthony,74,190,25,Spurs,PG,5,5,2,69,74,55,96,25,28,45,72,11,6,0,79,85,62,17,89,34,83,32,13,25,51,0,42,45,42,88,78,27,6'2'',56,60,222,0.32
2008,Mark Alarie,79,220,29,Celtics,PF,2,2,7,47,29,9,43,60,99,97,96,13,98,0,57,5,19,70,32,27,17,51,72,89,42,0,50,72,54,8,43,72,6'7'',52,51,125,0.32
2010,Rokas Gustys,81,270,33,Raptors,C,1,1,12,37,48,18,44,17,23,85,10,5,34,0,69,21,68,97,12,45,48,24,92,97,13,0,66,65,8,31,46,81,6'9'',59,59,346,0.318847587
2010,Thurl Bailey,84,245,25,Nuggets,PF,2,2,3,47,43,94,3,80,89,88,78,5,12,0,75,24,75,83,35,74,14,60,79,72,8,0,5,47,42,36,65,65,7'0'',65,68,114,0.317585978
2011,Danny Ferry,82,230,22,Celtics,PF,2,2,0,54,55,2,34,92,36,63,73,61,42,0,72,73,29,57,26,38,31,18,42,52,69,0,52,61,67,70,41,50,6'10'',46,48,75,0.315826964
2009,Marcus Kennedy,79,265,23,SuperSonics,PF,2,2,1,44,62,98,20,0,36,64,63,19,37,0,45,25,65,38,20,35,16,10,80,46,89,0,35,60,41,33,35,65,6'7'',49,52,152,0.31
2010,Roosevelt Chapman,76,220,31,Timberwolves,SG,4,4,8,39,40,81,36,90,39,79,73,34,5,0,73,30,51,34,83,39,82,28,18,32,59,0,41,64,54,37,74,32,6'4'',52,51,230,0.31
2008,Ryan Humphrey,79,220,24,Trailblazers,SF,3,3,2,55,71,3,58,12,15,59,87,29,44,0,72,22,63,79,78,51,21,5,48,51,71,0,49,58,58,32,71,54,6'7'',54,58,339,0.307488772
2009,Rokas Gustys,81,270,32,Timberwolves,C,1,1,11,39,31,18,44,17,23,88,10,5,34,0,70,19,70,100,17,43,51,25,96,96,12,0,65,66,8,31,46,82,6'9'',60,59,209,0.3
2010,Charles Barkley*,78,250,29,Magic,SF,3,3,8,44,40,80,84,78,74,76,89,31,54,0,36,34,55,71,19,67,21,33,56,65,63,0,68,71,60,37,64,61,6'6'',54,53,308,0.297456543
2010,Darius Bazley,81,200,28,Knicks,PF,2,2,10,48,50,51,97,61,54,33,68,40,22,0,46,44,40,73,41,100,26,31,100,42,76,0,75,54,54,43,73,67,6'9'',50,50,345,0.292395921
2009,Kenny Anderson,74,175,21,Bullets,PG,5,5,1,71,90,55,8,27,6,64,68,56,36,0,95,37,80,27,64,33,49,15,19,24,34,0,69,59,62,50,61,27,6'2'',56,62,171,0.29
2009,O'Shae Brissett,80,215,29,Pacers,SF,3,3,9,43,46,94,33,90,11,44,84,63,56,0,60,44,52,58,50,40,64,29,92,98,16,0,29,34,74,49,63,81,6'8'',54,54,109,0.29
2011,Ron Kellogg,77,200,32,Grizzlies,SF,3,3,10,36,21,53,82,83,73,75,91,38,63,0,71,7,57,52,39,55,74,35,46,79,25,0,40,54,64,17,69,58,6'5'',51,50,78,0.285872412
2008,Giuseppe Longfellow,82,280,37,Grizzlies,PF,2,2,14,17,18,41,32,7,96,70,64,5,8,0,29,5,50,76,16,72,51,14,48,49,57,0,47,61,34,13,61,50,6'10'',51,41,609,0.28
2011,Omar Cook,73,190,21,Suns,PG,5,5,1,61,52,15,96,99,81,50,80,41,58,0,72,56,82,24,56,33,35,16,28,28,55,0,69,57,60,66,54,35,6'1'',54,57,1307,0.279142859
2011,Frank Kornet,81,225,21,Pistons,SF,3,3,0,56,50,81,31,95,56,50,75,53,29,0,36,27,51,33,37,37,44,26,43,49,58,0,65,56,64,30,48,48,6'9'',46,48,442,0.269650885
2011,Greg Sutton,74,170,25,Nuggets,PG,5,5,3,46,53,42,2,44,32,22,98,24,33,0,55,67,73,25,56,35,41,8,48,36,39,0,77,42,61,72,51,42,6'2'',49,51,97,0.264765996
2011,Pau Gasol,85,230,22,Cougars,C,1,1,1,71,67,1,18,65,13,85,78,35,47,0,40,36,66,31,24,43,58,39,25,59,85,0,49,74,56,41,53,51,7'1'',55,59,2224,0.264376994
2010,CJ McCollum,75,195,26,Lakers,SG,4,4,5,42,59,47,0,57,44,80,90,96,75,0,27,30,71,15,59,45,39,5,30,8,36,0,41,59,93,36,46,23,6'3'',59,59,363,0.26
2009,Tom Boerwinkle,84,280,22,Hornets,C,1,1,0,61,62,23,91,12,30,62,39,5,54,0,50,28,58,50,11,41,19,25,75,69,81,0,41,60,22,34,48,72,7'0'',52,56,290,0.26
2010,Alton Ford,81,270,20,Heat,PF,2,2,0,46,40,60,5,87,48,48,60,5,7,0,41,32,62,57,32,39,33,40,57,46,87,0,58,59,32,38,60,57,6'9'',53,55,452,0.252804175
2009,Bobby Fagan,78,231,26,Grizzlies,PF,2,2,4,61,60,82,88,16,73,59,36,14,9,0,40,13,48,53,16,37,21,62,48,76,86,0,61,65,25,20,59,66,6'6'',46,46,243,0.25
2011,Richard Dumas,79,200,25,Celtics,SF,3,3,3,50,37,19,98,46,71,68,65,15,59,0,50,22,47,31,63,15,39,26,47,62,53,0,73,66,40,27,45,55,6'7'',42,43,713,0.243336668
2010,Marcus Fizer,81,260,28,Trailblazers,PF,2,2,6,44,43,35,90,71,16,82,75,5,34,0,50,39,42,74,29,18,13,56,69,67,75,0,55,73,40,41,61,68,6'9'',54,54,83,0.242408078
2009,Christ Koumadje,88,235,32,Mavericks,C,1,1,11,35,42,66,12,92,10,77,43,5,11,0,69,6,30,81,39,92,57,69,41,88,5,0,90,66,24,11,67,56,7'4'',58,58,150,0.24
2008,Raef LaFrentz,83,245,27,Hawks,PF,2,2,5,43,66,96,71,30,24,83,90,20,88,0,35,32,41,45,34,69,32,17,92,41,49,0,58,69,55,32,44,60,6'11'',51,52,212,0.24
2010,Tom Piotrowski,85,315,26,Mavericks,C,1,1,3,50,58,32,69,1,71,64,32,5,20,0,29,34,47,72,15,25,40,41,71,73,100,0,36,63,18,34,63,75,7'1'',57,57,699,0.234708483
2010,Greg Kite,83,305,25,Spurs,C,1,1,3,49,57,96,38,91,99,59,48,5,5,0,54,21,20,68,48,55,5,26,76,69,94,0,5,50,26,22,56,73,6'11'',50,53,116,0.233120167
2009,Landyn Freshwater,71,180,28,Hawks,PG,5,5,6,46,28,6,25,14,91,69,87,54,25,0,94,69,55,10,91,57,54,15,7,27,41,0,51,58,70,75,65,24,5'11'',63,62,62,0.23
2011,Jontay Porter,83,250,30,Cougars,PF,2,2,11,47,48,36,17,74,36,78,72,64,90,0,34,8,52,46,46,78,21,40,53,84,66,0,55,69,68,16,66,69,6'11'',58,58,928,0.22094382
2009,Jeff Withey,84,225,27,Clippers,C,1,1,4,47,42,40,88,3,27,61,50,5,98,0,15,25,33,58,12,63,5,72,55,71,73,0,53,61,28,24,67,64,7'0'',47,47,846,0.22
2010,Kenny Satterfield,74,175,20,Hornets,PG,5,5,0,80,81,0,12,56,19,43,78,31,80,0,71,64,67,25,55,45,45,7,29,23,47,0,53,47,54,69,54,31,6'2'',49,54,49,0.22
2012,Jimmy Walker,75,200,24,Pelicans,SG,4,4,3,46,43,92,46,70,8,76,100,21,71,0,49,46,88,40,47,57,26,7,27,47,62,0,69,71,60,56,55,44,6'3'',57,60,74,0.218597471
2008,Doc Rivers,76,185,23,Kings,PG,5,5,1,62,51,20,34,46,10,55,87,19,84,0,53,61,76,18,65,49,56,15,40,18,53,0,62,57,53,66,66,34,6'4'',53,56,1833,0.214907171
2012,Jalek Felton,75,190,31,Trailblazers,PG,5,5,12,43,40,37,77,68,64,34,84,81,33,0,87,35,81,37,42,39,66,12,21,50,45,0,81,50,82,48,64,41,6'3'',58,57,106,0.210651076
2009,Dirk Minniefield,75,180,23,Warriors,PG,5,5,2,61,56,27,62,25,69,68,78,19,79,0,65,68,60,15,91,47,40,21,29,37,49,0,53,60,48,70,63,37,6'3'',54,57,322,0.21
2009,Udonis Haslem,80,240,25,Bulls,PF,2,2,3,33,17,96,56,89,16,62,67,5,47,0,38,47,36,64,41,53,18,39,66,64,69,0,72,66,36,44,61,64,6'8'',49,48,267,0.21
2011,Elijah Thomas,81,250,33,Magic,C,1,1,11,40,42,19,97,90,40,57,51,5,24,0,53,23,37,85,57,62,23,46,84,66,53,0,73,61,28,27,72,69,6'9'',50,50,155,0.20273044
2009,Bud Ogden,78,215,23,Rockets,SF,3,3,0,53,60,47,42,55,97,74,72,16,89,0,74,52,46,33,54,38,27,18,68,62,47,0,74,69,44,54,43,61,6'6'',48,50,1726,0.2
2009,Romeo Langford,78,210,27,Bulls,SG,4,4,9,48,42,40,56,38,57,42,99,72,14,0,45,67,96,25,54,15,40,19,45,11,81,0,87,63,86,73,46,38,6'6'',59,59,830,0.2
2011,Chris Mihm,84,265,28,Raptors,C,1,1,7,52,54,31,39,64,43,62,62,5,51,0,10,18,35,67,5,5,6,67,84,77,71,0,20,51,34,18,52,76,7'0'',46,46,192,0.197050667
2008,Fred Jones,76,215,25,Lakers,SG,4,4,2,52,70,52,15,93,84,44,91,54,81,0,98,44,64,33,69,42,52,15,11,51,48,0,95,60,72,54,62,37,6'4'',54,58,49,0.194968848
2010,Cory Roberts,85,302,20,Bullets,PF,2,2,1,48,52,5,74,88,35,58,56,22,61,0,38,45,47,60,29,37,58,51,48,50,77,0,42,57,39,45,65,53,7'1'',52,55,197,0.194066965
2011,Joseph Forte,76,190,21,Suns,SG,4,4,1,61,54,89,67,53,89,58,92,49,68,0,38,10,83,38,57,51,56,20,15,10,37,0,64,56,70,23,67,19,6'4'',52,55,2574,0.190538058
2009,Bob Greacan,79,205,22,FA,SF,3,3,0,59,62,4,85,34,64,68,63,57,82,0,67,32,47,49,42,40,37,21,48,44,67,0,58,65,60,37,55,49,6'7'',47,50,293,0.19
2009,Chris Mihm,84,265,26,SuperSonics,C,1,1,5,47,53,31,39,64,43,63,62,5,51,0,8,21,37,62,8,5,16,70,78,71,69,0,19,51,34,20,52,71,7'0'',45,45,182,0.19
2009,Eric Murdock,74,190,23,Suns,PG,5,5,1,61,67,81,8,81,58,37,96,32,56,0,68,75,69,25,71,46,30,15,24,22,36,0,45,39,64,79,57,27,6'2'',53,57,233,0.19
2010,Joe Johnson,81,230,21,Kings,SF,3,3,0,53,24,53,97,6,45,63,85,55,26,0,41,32,49,34,38,38,66,32,25,39,42,0,62,58,70,35,53,35,6'9'',48,49,2004,0.19
2009,LaBradford Smith,75,205,23,Mavericks,PG,5,5,1,67,81,46,52,53,85,49,76,41,11,0,93,58,71,16,73,57,51,11,50,14,64,0,66,57,58,67,67,37,6'3'',58,64,92,0.19
2009,Phil Jackson,80,235,22,Nuggets,PF,2,2,0,48,58,32,61,1,18,10,98,5,42,0,33,69,62,73,16,40,6,61,56,58,71,0,67,39,52,65,67,59,6'8'',49,51,284,0.19
2010,Nikoloz Tskitishvili,85,245,23,Jazz,PF,2,2,4,52,64,4,52,78,58,68,79,42,40,0,75,60,43,87,36,59,11,22,36,90,38,0,38,53,60,62,53,61,7'1'',54,58,34,0.187939594
2011,Juan Dixon,75,190,27,Globetrotters,PG,5,5,5,43,42,18,24,40,12,35,71,87,75,0,76,61,38,17,70,58,39,5,36,32,35,0,64,44,79,61,47,34,6'3'',56,56,111,0.186297823
2011,Jeff Withey,84,225,29,Bullets,C,1,1,6,46,46,40,88,3,27,69,51,5,98,0,14,30,32,59,19,69,5,79,64,69,77,0,53,66,28,27,73,67,7'0'',51,51,1083,0.184009596
2011,Blue Edwards,76,200,23,Clippers,SG,4,4,0,45,34,15,75,54,94,46,89,50,21,0,52,34,61,32,39,44,40,17,30,36,45,0,67,52,70,41,45,36,6'4'',46,47,606,0.181339234
2009,Joshua Mann,78,223,20,FA,SG,4,4,0,52,42,86,30,56,4,32,70,45,62,0,68,54,63,15,58,67,71,54,29,28,43,0,59,42,58,59,68,32,6'6'',44,46,141,0.18
2010,Rafer Alston,74,180,29,Timberwolves,PG,5,5,7,52,36,90,36,53,46,92,58,71,5,0,67,49,62,5,80,43,90,5,14,21,35,0,42,66,64,54,67,23,6'2'',58,57,151,0.18
2012,Rodney Rogers,79,255,21,Bulls,PF,2,2,0,73,72,49,36,44,49,83,61,50,63,0,32,40,40,51,33,44,42,41,58,49,84,0,72,80,56,38,56,57,6'7'',51,55,67,0.178389719
2011,John Stockton,73,170,31,Timberwolves,PG,5,5,9,48,56,38,24,32,77,62,78,30,31,0,93,100,33,22,40,46,87,6,13,30,12,0,18,39,54,98,42,22,6'1'',60,60,139,0.177646207
2010,Arvydas Sabonis,87,295,30,Cougars,C,1,1,9,48,42,88,98,15,57,75,63,28,43,0,62,28,33,72,14,52,26,83,74,77,86,0,46,69,46,30,80,75,7'3'',62,62,64,0.175146647
2012,Marcelo Nicola,82,240,22,Magic,PF,2,2,0,53,66,69,53,56,53,59,70,40,72,0,43,33,51,58,33,36,33,35,46,36,71,0,52,59,55,36,57,45,6'10'',47,50,53,0.173359167
2009,Dale Davis,83,240,23,Pacers,PF,2,2,1,72,87,23,73,52,100,72,52,5,49,0,67,39,44,66,21,36,7,47,80,79,81,0,64,71,28,42,57,78,6'11'',55,61,79,0.17
2010,Tevin Mack,78,210,31,Trailblazers,SF,3,3,10,32,35,8,16,33,85,86,78,33,59,0,71,16,62,39,39,36,20,41,18,50,54,0,51,69,56,27,51,40,6'6'',48,47,655,0.17
2010,Bud Ogden,78,215,24,Rockets,SF,3,3,1,48,46,47,42,55,97,73,75,20,89,0,73,49,45,29,57,40,24,19,67,65,46,0,71,67,48,52,41,62,6'6'',48,50,1415,0.162772258
2010,Jeff Hornacek*,76,190,31,Raptors,SG,4,4,9,39,40,1,71,7,32,57,88,47,81,0,72,55,74,39,67,44,76,25,28,22,64,0,67,61,68,63,79,33,6'4'',56,55,193,0.16
2010,Colin Ward,79,223,23,Bucks,PF,2,2,1,75,85,56,88,44,1,64,59,17,91,0,42,24,39,64,19,28,61,63,75,20,60,0,65,63,38,27,60,46,6'7'',43,47,88,0.151025025
2011,BJ Armstrong,74,180,21,Cougars,PG,5,5,0,66,74,64,47,71,57,45,84,38,28,0,89,56,76,23,61,36,42,11,13,11,26,0,56,44,61,67,53,17,6'2'',54,58,1242,0.143751564
2011,Mehmet Okur,82,280,23,Kings,C,1,1,1,40,42,18,77,35,89,59,60,15,58,0,39,18,47,52,26,37,41,44,58,55,97,0,60,67,38,23,60,62,6'10'',53,56,1385,0.141587515
2010,Chandler Hutchison,79,190,34,Knicks,SF,3,3,12,27,21,72,6,9,46,55,79,65,58,0,50,45,46,76,49,39,48,17,84,65,45,0,75,59,72,46,62,68,6'7'',52,48,62,0.14
2009,Chris Chiozza,72,165,32,Bulls,PG,5,5,12,40,35,71,30,60,70,84,87,50,26,0,68,76,74,62,61,23,67,33,35,38,32,0,93,76,68,80,70,38,6'0'',63,62,39,0.14
2008,Larry Micheaux,81,250,23,Clippers,PF,2,2,1,60,61,66,4,84,16,65,75,21,57,0,66,45,48,46,71,42,27,42,77,57,60,0,52,60,48,48,57,64,6'9'',52,56,167,0.14
2010,Walter Hardaway,81,230,31,Suns,SF,3,3,9,37,36,91,13,33,16,64,74,70,77,0,57,20,55,52,42,27,69,29,46,6,60,0,5,46,72,28,66,31,6'9'',49,48,88,0.14
2008,Erik Saperstein,77,200,28,Suns,SG,4,4,5,40,27,75,53,30,90,64,77,77,83,0,83,37,54,26,49,52,62,5,8,33,45,0,73,63,77,44,52,27,6'5'',53,52,98,0.13726399
2011,JR Reid,81,255,21,Cougars,PF,2,2,0,66,67,35,75,63,65,72,62,5,88,0,28,40,49,54,34,36,32,29,83,78,93,0,48,69,34,39,53,81,6'9'',54,58,2093,0.130688554
2010,Jason Lyle,79,220,38,Spurs,SF,3,3,17,34,34,64,94,8,85,69,88,40,43,0,50,34,30,39,48,14,28,43,57,95,58,0,42,59,64,34,39,73,6'7'',50,41,114,0.130359461
2011,Nemanja Nedovic,76,190,26,Clippers,PG,5,5,7,44,48,52,88,77,83,64,81,35,93,0,100,79,44,5,74,39,41,9,11,16,66,0,49,60,58,82,44,23,6'4'',59,59,143,0.130337636
2009,Edward Swift,78,218,20,Kings,SG,4,4,0,55,52,90,18,66,63,19,62,61,5,0,49,52,72,41,12,47,79,39,44,49,52,0,69,41,62,58,63,49,6'6'',43,45,33,0.13
2008,LeRon Ellis,83,215,21,Hornets,C,1,1,0,78,87,55,53,62,55,58,53,5,72,0,46,17,35,49,15,46,13,30,59,70,62,0,69,62,29,20,41,63,6'11'',43,47,113,0.13
2010,Peyton Siva,73,180,28,Celtics,PG,5,5,5,46,42,45,9,41,8,64,80,68,92,0,58,88,44,15,59,53,57,20,21,44,70,0,14,50,74,85,53,40,6'1'',59,59,1232,0.13
2009,Solomon Hill,79,225,26,Clippers,SF,3,3,4,45,38,81,57,6,44,63,65,73,34,0,72,55,44,48,62,75,55,5,48,85,59,0,41,56,69,57,71,66,6'7'',55,54,236,0.13
2011,Pervis Ellison,81,210,22,Bulls,PF,2,2,0,82,94,45,38,63,70,56,53,5,60,0,46,38,80,56,34,40,39,82,52,49,40,0,89,63,29,46,66,50,6'9'',51,57,169,0.125191719
2009,Jevon Carter,74,185,31,Jazz,PG,5,5,11,27,33,38,19,13,65,28,79,13,99,0,80,44,77,20,62,70,71,12,33,16,86,0,59,49,46,55,77,35,6'2'',51,50,164,0.12
2009,Rafer Alston,74,180,28,Knicks,PG,5,5,6,48,37,90,36,53,46,89,59,67,5,0,67,48,59,8,77,44,94,7,12,26,35,0,42,64,63,53,67,24,6'2'',57,56,71,0.12
2011,Dikembe Mutombo,86,255,28,Cougars,C,1,1,3,53,38,13,12,73,20,48,49,5,77,0,75,36,66,97,10,56,5,79,90,61,79,0,5,41,27,45,84,74,7'2'',59,58,319,0.11989285
2010,Eric Chenowith,86,270,22,Cavaliers,C,1,1,0,44,44,95,92,65,8,62,61,15,92,0,46,40,44,61,25,45,48,63,50,41,78,0,40,59,38,41,72,50,7'2'',52,55,154,0.119164582
2012,Dennis Moore,82,237,25,Bullets,PF,2,2,6,52,64,95,32,31,51,56,54,19,21,0,50,51,43,43,40,53,16,72,55,87,73,0,44,56,36,51,66,71,6'10'',50,54,154,0.118622048
2011,Darrian Ringo,74,175,31,Knicks,PG,5,5,12,34,40,88,48,82,8,45,84,60,42,0,70,77,66,36,84,74,41,17,10,23,49,0,71,54,72,81,80,24,6'2'',60,59,251,0.118018179
