Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares,WS48
2011,Elle Okobo,75,185,32,Warriors,PG,5,5,11,25,43,36,90,66,72,76,95,80,70,0,75,58,53,67,57,35,40,5,32,8,58,0,61,68,88,62,50,26,6'3'',60,60,2825,6.568882434,0.11161287
2010,Kenyon Martin,82,235,28,Globetrotters,PF,2,2,6,55,58,44,6,30,74,100,62,5,14,0,56,31,47,97,30,65,24,55,48,68,79,0,78,89,34,36,79,62,6'10'',63,63,2594,5.982989772,0.110710682
2011,Stacey Augmon,80,205,25,Hornets,SF,3,3,3,68,63,78,45,4,93,6,82,58,72,0,96,42,86,67,68,76,94,86,45,57,5,0,95,32,70,57,93,46,6'8'',59,63,1846,4.2558866,0.110662273
2011,Ousmane Cisse,81,245,20,Cavaliers,PF,2,2,1,83,84,91,20,79,66,79,67,20,5,0,48,21,63,64,28,51,41,48,70,76,77,0,68,75,44,29,70,73,6'9'',62,68,2019,4.653842175,0.110641122
2011,Frank Blazejowski,85,272,24,Magic,C,1,1,5,46,66,59,93,79,54,80,70,5,56,0,65,26,54,81,25,59,33,60,74,55,74,0,39,67,38,33,81,64,7'1'',61,65,2485,5.673002962,0.109579132
2008,Quentin Richardson,78,225,24,Magic,SG,4,4,4,52,54,30,62,61,19,64,93,63,71,0,60,25,72,36,88,68,55,16,43,40,58,0,57,61,78,37,81,45,6'6'',61,64,2522,5.752277561,0.109480303
2011,Michael Jordan,78,195,30,Nuggets,SG,4,4,9,47,46,81,12,98,39,85,99,65,97,0,71,9,98,27,57,85,90,5,10,21,62,0,84,80,82,28,80,27,6'6'',68,68,2977,6.785004066,0.109398789
2010,Quentin Richardson,78,225,26,Magic,SG,4,4,6,51,38,30,62,61,19,70,100,76,71,0,62,25,71,44,88,76,55,23,49,34,53,0,56,62,88,35,87,44,6'6'',65,64,2940,6.7,0.109387755
2011,Killian Tillie,82,205,32,Timberwolves,SF,3,3,13,39,32,72,83,97,73,97,83,64,57,0,77,42,24,50,36,34,55,67,42,59,73,0,5,65,74,41,59,53,6'10'',58,57,2614,5.927865872,0.108851401
2008,Shu Shuvington,80,205,29,Magic,SF,3,3,8,43,62,18,87,38,90,84,94,72,50,0,71,36,85,38,59,62,59,40,33,39,32,0,36,59,83,49,72,38,6'8'',60,61,2870,6.4949798,0.10862684
2010,Sekou Doumbouya,81,227,28,Celtics,SF,3,3,10,48,52,23,35,11,62,75,92,51,31,0,61,15,55,75,79,49,61,22,64,51,64,0,94,78,72,24,84,58,6'9'',63,63,2466,5.58,0.108613139
2009,Kareem Rush,78,220,24,Warriors,SG,4,4,3,53,63,16,27,38,90,82,91,51,8,0,78,48,59,12,96,41,69,14,32,48,81,0,36,68,71,55,62,48,6'6'',61,65,2877,6.51,0.108613139
2010,Theo Hilinski,71,180,30,Bullets,PG,5,5,8,48,44,35,67,28,71,48,90,60,20,0,88,90,51,24,100,33,54,16,11,30,38,0,42,44,75,92,61,26,5'11'',64,64,1174,2.65,0.10834753
2009,Desean Murray,75,230,28,Jazz,C,1,1,9,42,54,10,38,16,5,18,84,50,88,0,59,34,70,41,44,48,80,46,79,93,96,0,60,46,67,44,64,87,6'3'',53,53,1551,3.5,0.108317215
2008,Tacko Fall,90,300,32,Hornets,C,1,1,11,48,58,63,29,7,97,87,58,5,22,0,24,35,10,92,32,51,54,82,79,95,63,0,28,65,32,28,74,80,7'6'',60,60,2052,4.63,0.108304094
2008,Udoka Azubuike,84,280,30,Suns,C,1,1,10,44,46,15,13,84,88,98,23,21,22,0,44,5,46,98,26,58,46,57,54,61,94,0,86,94,22,12,86,63,7'0'',64,64,1812,4.08,0.10807947
2011,Rashard Lewis,83,220,27,Mavericks,SF,3,3,8,44,58,63,90,57,5,100,97,12,92,0,49,45,62,48,40,44,20,32,68,62,30,0,56,73,54,50,50,59,6'11'',56,56,1724,3.876099272,0.107919237
2010,Jordan McLaughlin,73,170,34,Kings,PG,5,5,12,47,58,80,62,24,71,51,85,66,85,0,84,100,61,70,59,29,66,40,47,31,43,0,40,46,76,100,68,40,6'1'',64,61,1281,2.87,0.107540984
2010,Ralph Sampson,88,220,26,Raptors,C,1,1,3,46,52,14,59,56,49,94,81,5,27,0,45,38,31,62,13,55,15,46,69,76,64,0,60,78,43,36,54,69,7'4'',57,57,2400,5.34,0.1068
2009,Manute Bol,91,210,22,Bucks,C,1,1,2,63,62,49,89,64,40,10,58,97,78,0,34,48,66,57,70,93,9,94,36,56,26,0,49,25,78,49,70,45,7'7'',51,55,2481,5.52,0.106795647
2009,Quentin Richardson,78,225,25,Magic,SG,4,4,5,46,50,30,62,61,19,69,100,73,71,0,63,28,73,40,92,76,58,22,45,36,55,0,58,63,86,38,87,44,6'6'',66,69,3107,6.89,0.106443515
2008,Malcolm Moore,77,215,33,Bucks,SF,3,3,11,36,24,58,66,95,98,74,82,46,75,0,80,64,48,66,58,44,95,41,44,72,81,0,48,68,64,67,84,62,6'5'',59,58,1899,4.210901443,0.106436687
2009,Killian Tillie,82,205,30,Timberwolves,SF,3,3,11,54,52,72,83,97,73,92,81,63,57,0,77,43,26,57,42,33,57,70,44,62,76,0,5,63,72,43,66,56,6'10'',59,59,2834,6.27,0.106196189
2009,Jalek Felton,75,190,28,Rockets,PG,5,5,9,47,32,37,77,68,64,40,84,83,33,0,95,36,90,26,38,30,76,13,18,49,49,0,85,55,84,52,60,40,6'3'',62,61,2565,5.65,0.105730994
2010,Khalid El-Amin,70,350,27,Kings,PG,5,5,6,53,45,31,98,35,68,86,90,31,19,0,95,59,61,69,30,46,27,11,43,47,58,0,5,56,60,66,41,48,5'10'',55,55,2502,5.5,0.105515588
2010,Stojko Vrankovic,86,260,30,Warriors,C,1,1,8,39,35,72,14,95,29,90,92,51,22,0,45,53,31,96,42,66,31,6,74,52,75,0,71,81,72,49,63,62,7'2'',61,60,2397,5.265145842,0.10543471
2011,LaBradford Smith,75,205,25,Timberwolves,PG,5,5,3,56,74,46,52,53,85,52,72,44,11,0,98,67,73,19,75,57,45,15,50,13,66,0,63,58,58,77,68,37,6'3'',60,64,1508,3.302757201,0.10512755
2010,Elle Okobo,75,185,31,Warriors,PG,5,5,10,29,38,36,90,66,72,74,92,81,70,0,76,59,55,72,55,39,39,6,31,11,60,0,61,67,86,63,51,28,6'3'',60,59,1734,3.76,0.104083045
2009,Flip Murray,76,190,25,Lakers,PG,5,5,3,48,46,50,72,85,53,62,84,63,15,0,70,67,65,43,79,29,76,5,13,50,55,0,51,57,74,71,75,39,6'4'',61,64,1294,2.8,0.103863988
2008,Devin Durrant,79,200,30,Grizzlies,SF,3,3,6,49,56,57,38,66,48,100,54,51,60,0,76,19,39,43,56,69,100,39,68,71,50,0,42,73,52,25,75,65,6'7'',54,54,2403,5.187627522,0.103623022
2010,Zach Randolph,81,280,19,Bucks,PF,2,2,0,78,91,72,21,61,43,79,63,5,7,0,48,41,50,51,29,49,42,29,60,79,87,0,29,66,34,44,56,72,6'9'',56,62,2015,4.341241533,0.10341419
2009,Elle Okobo,75,185,30,Warriors,PG,5,5,9,34,56,36,90,66,72,70,92,84,70,0,80,63,59,68,60,35,43,7,28,15,60,0,60,65,88,68,55,28,6'3'',62,62,2522,5.43,0.10334655
2009,Livio Jean-Charles,81,230,23,Kings,PF,2,2,5,54,70,87,54,21,46,86,81,5,75,0,67,5,67,47,38,43,59,23,71,65,71,0,73,79,43,18,55,68,6'9'',59,63,2424,5.21,0.103168317
2008,Stojko Vrankovic,86,260,28,Warriors,C,1,1,6,47,39,72,14,95,29,98,89,50,22,0,43,56,32,100,40,65,33,10,74,54,81,0,74,87,70,51,66,64,7'2'',64,63,2118,4.55,0.103116147
2008,Stromile Swift,81,230,24,SuperSonics,C,1,1,4,52,58,14,34,4,10,83,77,5,31,0,35,19,69,60,29,35,33,87,76,64,67,0,81,79,41,28,72,69,6'9'',57,60,2540,5.43,0.102614173
2010,Mel Daniels,81,230,23,SuperSonics,C,1,1,1,61,68,45,64,79,76,55,59,5,56,0,71,20,67,99,16,41,32,26,63,59,78,0,84,68,32,31,65,64,6'9'',54,58,1123,2.4,0.102582369
2011,DJ Hogg,80,221,33,Trailblazers,SF,3,3,13,31,24,64,51,14,46,75,96,70,7,0,64,75,64,25,67,71,70,14,36,34,30,0,62,62,83,77,68,36,6'8'',61,60,1393,2.973033468,0.1024448
2009,Stromile Swift,81,230,25,SuperSonics,C,1,1,5,48,55,14,34,4,10,78,77,5,31,0,32,14,71,61,24,38,35,88,77,65,68,0,82,77,41,24,73,70,6'9'',56,59,2695,5.74,0.102233766
2011,Reggie Bullock,79,200,28,Pacers,SG,4,4,6,41,60,94,43,75,10,68,88,69,19,0,46,29,74,42,93,33,91,5,13,53,57,0,18,51,78,38,83,41,6'7'',61,61,2017,4.285173338,0.101977353
2009,Stromile Allman,85,256,19,Spurs,C,1,1,1,75,80,92,19,34,9,69,77,5,63,0,53,36,45,94,38,39,29,64,56,65,91,0,46,67,41,40,83,65,7'1'',61,65,1911,4.03,0.10122449
2009,Mark Alarie,79,220,30,Jazz,PF,2,2,8,43,34,9,43,60,99,93,92,13,98,0,55,6,19,69,28,30,21,49,71,87,39,0,49,69,52,9,42,71,6'7'',50,49,1399,2.94,0.100872051
2009,Randy Holcomb,81,215,25,Raptors,SF,3,3,3,42,64,75,53,13,65,48,91,23,24,0,19,12,99,81,43,33,91,76,83,89,23,0,37,40,57,26,78,77,6'9'',54,58,2309,4.85,0.100822867
2008,Nick Richards,83,240,28,Magic,C,1,1,9,49,67,70,44,13,24,78,67,5,16,0,73,31,56,61,63,70,35,32,71,69,71,0,71,74,36,39,68,69,6'11'',59,60,1958,4.11,0.100755873
2009,Sam Bowie,85,240,30,Grizzlies,C,1,1,7,48,44,57,9,26,39,88,84,5,58,0,58,43,27,40,13,37,22,38,64,70,94,0,80,87,44,43,42,69,7'1'',56,56,2483,5.21,0.100716875
2008,Livio Jean-Charles,81,230,22,Kings,PF,2,2,4,58,70,87,54,21,46,86,78,5,75,0,64,5,65,51,37,44,61,20,73,62,71,0,71,78,42,17,56,67,6'9'',59,63,2317,4.83,0.100060423
2011,Drew Gooden,82,250,26,Trailblazers,PF,2,2,5,47,51,21,79,40,86,100,82,5,78,0,29,47,71,61,43,55,17,39,84,82,59,0,41,74,44,48,63,79,6'10'',63,63,2059,4.26480709,0.099422409
2008,Quade Green,72,180,28,Clippers,PG,5,5,9,42,58,95,87,63,5,55,92,69,90,0,75,61,69,10,60,48,32,8,12,31,73,0,95,71,80,68,48,33,6'0'',58,58,1997,4.115956118,0.098931344
2008,Stacey Augmon,80,205,22,Hornets,SF,3,3,0,91,71,78,45,4,93,5,73,44,72,0,97,36,87,70,63,66,85,78,40,44,5,0,100,33,58,52,91,39,6'8'',54,58,1617,3.33047913,0.098863944
2008,Goga Bitadze,84,260,27,Lakers,C,1,1,8,39,43,42,68,19,75,77,74,5,50,0,58,24,59,71,15,78,50,61,68,83,45,0,74,70,40,32,73,71,7'0'',63,63,2609,5.37,0.098796474
2012,Nerlens Noel,84,220,26,Bullets,C,1,1,7,50,46,64,13,31,47,80,45,5,67,0,53,5,76,79,45,43,70,82,50,93,35,0,5,49,25,19,77,68,7'0'',57,57,1602,3.280912398,0.098304491
2011,Kostas Antetokounmpo,82,195,31,Mavericks,SF,3,3,11,43,38,71,0,66,22,77,80,10,20,0,82,29,50,47,79,72,30,87,41,64,47,0,57,65,45,37,78,53,6'10'',52,51,2469,5.055101019,0.098276569
2011,Randy Holcomb,81,215,27,Raptors,SF,3,3,5,47,54,75,53,13,65,52,94,16,24,0,17,19,95,82,51,35,91,75,87,87,23,0,33,40,55,30,81,78,6'9'',56,56,1525,3.110014908,0.097888994
2009,Donta Hall,81,245,30,Pacers,C,1,1,9,41,44,44,81,33,72,97,77,5,48,0,65,43,54,87,37,62,17,89,57,61,34,0,47,69,41,47,79,55,6'9'',62,62,2665,5.43,0.097801126
2008,Darius Miles,82,215,23,Hawks,SF,3,3,4,69,94,75,73,20,62,89,76,46,20,0,70,43,67,47,61,62,47,58,75,58,40,0,87,79,61,51,79,62,6'10'',63,69,2284,4.65,0.097723292
2008,Stromile Allman,85,256,18,Spurs,C,1,1,0,77,60,92,19,34,9,71,74,5,63,0,56,33,45,84,35,34,32,58,56,69,88,0,45,67,40,37,79,66,7'1'',59,62,1323,2.69,0.097596372
2008,Kareem Rush,78,220,23,Warriors,SG,4,4,2,58,71,16,27,38,90,82,91,50,8,0,73,51,58,16,100,42,72,15,31,52,72,0,38,67,70,56,65,48,6'6'',61,65,2813,5.711930882,0.097466293
2011,Desmond Mason,80,240,30,Bulls,SF,3,3,7,47,54,83,52,58,58,96,82,49,87,0,76,37,51,36,51,72,58,62,55,91,33,0,73,76,66,43,71,68,6'8'',62,62,2785,5.650357505,0.097384977
2008,Jackie Moon,77,230,36,Globetrotters,SF,3,3,16,32,40,87,93,95,79,63,96,49,67,0,54,36,32,56,40,66,27,24,58,80,55,0,55,59,72,37,57,66,6'5'',52,48,1539,3.11112263,0.097033064
2011,George Ackles,81,225,24,Raptors,PF,2,2,3,51,58,57,7,95,88,97,64,10,5,0,65,41,51,53,33,38,21,58,75,44,74,0,38,75,37,45,63,60,6'9'',55,58,2393,4.835600641,0.096994915
2010,Ken Nielsen,68,195,27,Warriors,PG,5,5,6,44,40,14,59,98,34,92,82,56,47,0,91,65,74,18,51,38,76,25,31,37,24,0,37,62,69,74,62,35,5'8'',63,62,2297,4.64,0.096961254
2008,Tyler Blevins,77,205,32,Grizzlies,SG,4,4,8,37,35,43,84,12,13,68,97,40,71,0,81,40,64,38,81,35,80,25,53,48,64,0,30,56,68,49,78,53,6'5'',58,57,2804,5.663612283,0.096951993
2008,Kelan Martin,78,215,32,Suns,SF,3,3,10,35,40,83,55,85,1,97,79,43,83,0,61,43,55,35,42,37,36,36,45,37,67,0,60,80,61,47,53,45,6'6'',54,53,1634,3.295701616,0.096813756
2011,Herb Jones,80,215,31,Jazz,SF,3,3,11,52,52,50,58,54,14,55,62,37,27,0,74,37,55,89,59,44,78,80,57,92,69,0,26,49,50,43,93,74,6'8'',56,56,1986,3.998677396,0.096644771
2008,Steve Stipanovich,85,240,24,Cavaliers,C,1,1,1,65,57,48,69,61,65,96,84,5,72,0,41,19,47,66,24,55,12,21,75,53,90,0,53,82,44,25,60,66,7'1'',60,63,2541,5.1,0.096340024
2011,Kareem Rush,78,220,26,Heat,SG,4,4,5,46,43,16,27,38,90,80,88,44,8,0,78,54,55,12,98,40,68,16,38,49,84,0,37,68,66,59,60,51,6'6'',59,59,3171,6.358917717,0.096256087
2009,Nick Richards,83,240,29,Trailblazers,C,1,1,10,51,51,70,44,13,24,79,70,5,16,0,68,33,55,65,60,67,32,36,75,66,73,0,68,75,38,39,71,70,6'11'',60,60,1419,2.84,0.096067653
2011,Paul Pierce,79,240,29,Clippers,SF,3,3,8,40,46,91,94,84,98,95,75,12,36,0,45,31,66,34,98,60,74,35,45,46,76,0,71,84,44,38,83,51,6'7'',61,61,3003,6.008541935,0.09604063
2009,Ralph Sampson,88,220,25,Raptors,C,1,1,2,49,54,14,59,56,49,96,83,5,27,0,41,37,30,60,17,55,14,51,72,72,67,0,63,80,44,35,56,69,7'4'',58,61,1955,3.91,0.096
2008,Meadowlark Lemon,75,195,32,Spurs,SG,4,4,11,38,44,29,59,88,7,62,70,51,94,0,74,86,50,55,86,90,49,54,53,47,56,0,76,65,60,85,85,51,6'3'',59,59,1157,2.298005342,0.095336436
2010,Jalen Brunson,75,205,33,Hornets,PG,5,5,12,37,44,82,33,59,70,54,99,56,5,0,67,66,69,22,54,5,70,30,18,26,60,0,71,60,78,71,55,30,6'3'',57,57,1785,3.51,0.094386555
2008,Paul Pierce,79,240,26,Nuggets,SF,3,3,5,45,52,91,94,84,98,98,79,19,36,0,45,36,66,39,100,54,79,34,49,52,71,0,69,84,49,42,83,54,6'7'',63,63,2868,5.623716535,0.094120779
2012,Dale Ellis,79,205,28,Magic,SG,4,4,5,40,42,43,56,64,37,70,83,41,52,0,68,18,75,56,80,31,97,25,56,24,57,0,71,68,62,30,88,43,6'7'',59,59,2015,3.939449827,0.093842974
2010,Kareem Rush,78,220,25,Heat,SG,4,4,4,48,60,16,27,38,90,83,88,47,8,0,82,52,57,16,98,37,64,16,35,45,82,0,36,69,68,58,60,48,6'6'',60,63,2486,4.85,0.093644409
2008,Kevin Duckworth,84,275,29,Timberwolves,C,1,1,7,36,46,33,12,37,23,87,81,5,68,0,64,5,64,73,23,45,5,63,60,77,5,0,5,46,43,17,49,60,7'0'',59,59,1899,3.7,0.093522907
2011,Devon Huh,84,284,25,Mavericks,C,1,1,2,43,52,43,10,71,2,52,65,32,28,0,33,25,49,45,32,29,40,86,48,63,85,0,44,56,48,28,70,60,7'0'',53,56,2222,4.328367097,0.09350208
2010,Rudy Gobert,85,240,26,Jazz,C,1,1,5,51,52,58,34,75,86,62,53,5,42,0,45,44,35,98,17,17,17,81,87,86,66,0,48,59,29,42,69,81,7'1'',53,53,2491,4.85,0.093456443
2009,DJ Hogg,80,221,31,Magic,SF,3,3,11,41,45,64,51,14,46,81,90,72,7,0,69,76,69,27,69,77,76,16,39,30,32,0,67,67,81,79,71,35,6'8'',64,64,1943,3.78,0.093381369
2011,Kenny Satterfield,74,175,21,Hornets,PG,5,5,1,71,73,0,12,56,19,70,83,32,80,0,79,70,67,30,53,54,53,5,25,20,48,0,51,60,58,76,60,28,6'2'',56,60,1510,2.922960451,0.092915299
2008,Kevin Knox,82,225,27,Warriors,SF,3,3,8,46,53,86,30,89,83,94,82,68,72,0,76,7,56,41,16,53,38,39,73,48,77,0,66,82,75,18,55,61,6'10'',59,59,2586,5.005793476,0.09291496
2010,Mark Alarie,79,220,31,Clippers,PF,2,2,9,40,39,9,43,60,99,93,88,13,98,0,51,6,19,70,25,25,17,47,70,85,39,0,50,69,50,9,39,70,6'7'',49,48,2073,4,0.092619392
2009,Thurl Bailey,84,245,24,Pistons,PF,2,2,2,54,66,94,3,80,89,89,81,5,12,0,79,26,76,83,32,71,18,64,84,68,8,0,5,48,43,38,66,65,7'0'',66,70,1361,2.62,0.092402645
2009,Kelan Martin,78,215,33,Suns,SF,3,3,11,36,31,83,55,85,1,98,82,38,83,0,58,44,53,30,42,35,37,35,44,38,65,0,60,80,60,49,50,45,6'6'',53,52,2427,4.66,0.092163164
2011,Desean Murray,75,230,30,Jazz,C,1,1,11,49,34,10,38,16,5,20,83,51,88,0,63,37,68,35,49,52,75,48,82,100,97,0,65,49,67,45,64,92,6'3'',55,54,1961,3.75873469,0.092003705
2008,Mikal Bridges,79,190,30,Lakers,SG,4,4,10,53,56,79,15,10,52,67,92,51,78,0,70,30,46,31,74,76,63,33,42,46,78,0,53,65,72,36,72,49,6'7'',57,57,2697,5.151991427,0.09169284
2010,Drew Gooden,82,250,25,Trailblazers,PF,2,2,4,48,55,21,79,40,86,100,85,5,78,0,34,45,72,62,48,53,16,40,83,80,60,0,41,74,45,49,64,78,6'10'',64,67,2593,4.95,0.091631315
2011,Deng Adel,79,190,33,Globetrotters,SF,3,3,12,40,40,62,71,20,24,95,100,53,70,0,60,68,46,50,62,84,38,38,51,56,47,0,23,64,76,68,71,52,6'7'',58,57,2608,4.977304029,0.091606823
2011,Steve Mix,79,240,24,Magic,SF,3,3,2,61,54,15,44,66,32,71,79,28,71,0,72,42,30,39,50,55,76,10,51,75,74,0,36,61,54,43,61,64,6'7'',53,56,1663,3.145741497,0.090797109
2008,Tevin Mack,78,210,29,Mavericks,SF,3,3,8,39,46,8,16,33,85,86,78,38,59,0,77,20,67,46,44,37,27,48,22,55,54,0,50,69,58,31,60,44,6'6'',52,52,1280,2.400419866,0.090015745
2012,JR Reid,81,255,22,Oaks,PF,2,2,1,59,62,35,75,63,65,72,63,5,88,0,29,45,51,53,30,33,33,27,88,74,91,0,50,69,34,43,51,80,6'9'',54,58,1623,3.041940048,0.089964955
2009,Kenny Gattison,80,225,30,Warriors,PF,2,2,8,44,51,66,39,16,49,79,84,5,75,0,69,7,73,81,35,64,23,60,82,96,54,0,45,64,44,21,78,84,6'8'',63,63,2126,3.98,0.08985889
2009,Quade Green,72,180,29,Clippers,PG,5,5,10,41,50,95,87,63,5,57,91,65,90,0,76,61,72,11,60,45,33,10,12,34,71,0,95,71,78,68,49,34,6'0'',58,58,1971,3.67,0.089375951
2010,Quade Green,72,180,30,Clippers,PG,5,5,11,39,46,95,87,63,5,58,95,62,90,0,75,60,72,7,61,43,31,7,9,35,68,0,89,69,78,67,46,33,6'0'',58,58,1959,3.64,0.089188361
2012,Herb Jones,80,215,32,Bullets,SF,3,3,12,44,47,50,58,54,14,52,60,33,27,0,70,40,56,85,60,48,74,76,59,89,68,0,24,47,46,46,95,74,6'8'',54,54,1496,2.778605428,0.089153115
2011,Steven Adams,84,250,26,Jazz,C,1,1,6,51,58,35,29,52,79,61,42,5,83,0,23,32,50,100,13,13,15,83,87,98,58,0,10,45,24,32,68,86,7'0'',54,54,1713,3.177006355,0.089022945
2009,Kevin Duckworth,84,275,30,Timberwolves,C,1,1,8,40,40,33,12,37,23,88,85,5,68,0,64,5,61,75,22,43,5,60,57,79,5,0,5,46,45,16,48,59,7'0'',59,58,2045,3.78,0.088723716
2009,Trevon Duval,75,185,28,Jazz,PG,5,5,9,49,50,4,62,70,47,89,94,25,76,0,68,68,56,8,66,40,78,39,5,38,81,0,46,75,60,70,65,34,6'3'',59,59,2481,4.58,0.088609432
2011,Luka Doncic,81,235,30,Nuggets,SG,4,4,11,42,39,6,90,3,85,69,83,74,15,0,55,79,32,72,41,40,31,14,53,55,59,0,76,69,78,74,39,54,6'9'',60,59,2266,4.171844206,0.088370928
2010,Steven Adams,84,250,25,Jazz,C,1,1,5,48,49,35,29,52,79,61,43,5,83,0,25,28,53,96,9,17,11,86,86,100,59,0,10,45,24,30,69,87,7'0'',55,58,2437,4.478568228,0.088211438
2008,Dajuan Wagner,75,195,21,Bulls,PG,5,5,2,60,80,85,33,26,99,84,79,57,35,0,56,59,23,17,98,77,53,6,21,29,85,0,54,75,68,55,59,34,6'3'',61,65,2771,5.07730852,0.08795049
2012,Glen Rice,80,235,23,Trailblazers,SF,3,3,1,61,50,33,23,33,10,96,72,44,44,0,47,37,51,43,32,39,49,22,22,46,64,0,46,75,58,41,54,41,6'8'',51,54,1262,2.307685791,0.087772518
2011,Stromile Allman,85,256,21,Spurs,C,1,1,3,61,72,92,19,34,9,75,75,5,63,0,59,34,45,90,38,44,34,64,57,64,89,0,44,69,40,39,85,64,7'1'',62,66,2206,4.019534667,0.08746041
2010,Deng Adel,79,190,32,Globetrotters,SF,3,3,11,41,36,62,71,20,24,100,100,55,70,0,61,67,48,50,63,89,38,39,53,55,50,0,25,68,78,66,73,53,6'7'',60,59,2682,4.87,0.087158837
2008,Thomas Wilder,75,185,33,Spurs,PG,5,5,10,49,40,24,49,67,32,67,96,66,86,0,76,78,35,40,75,83,53,25,39,21,72,0,66,68,81,75,72,36,6'3'',66,65,1965,3.562081128,0.087012669
2011,Stromile Swift,81,230,27,SuperSonics,C,1,1,7,43,48,14,34,4,10,91,79,5,31,0,36,20,72,62,25,33,37,86,79,77,65,0,79,82,42,29,71,76,6'9'',59,59,2667,4.827659824,0.086887016
2009,Kostas Antetokounmpo,82,195,29,Hawks,SF,3,3,9,44,56,71,0,66,22,74,72,14,20,0,74,34,53,48,77,70,29,88,47,69,49,0,56,64,43,40,79,57,6'10'',52,52,1764,3.18,0.086530612
2009,Michael Jordan,78,195,28,Pistons,SG,4,4,7,46,56,81,12,98,39,79,98,57,97,0,68,17,100,30,65,81,88,5,10,19,61,0,85,77,78,34,84,26,6'6'',67,67,1865,3.36,0.086477212
2010,Flip Murray,76,190,26,Lakers,PG,5,5,4,52,46,50,72,85,53,66,82,66,15,0,73,64,63,42,81,30,78,5,12,50,55,0,50,59,74,69,77,38,6'4'',61,61,1462,2.63,0.086347469
2009,Pace Mannion,79,190,26,Wizards,SF,3,3,2,74,74,55,75,74,28,76,92,5,73,0,69,23,64,32,37,56,67,29,48,48,65,0,70,72,48,33,67,51,6'7'',52,53,2333,4.19,0.086206601
2011,Randy White,80,245,21,Rockets,PF,2,2,0,67,84,39,10,28,85,88,61,5,40,0,41,31,49,56,29,39,35,29,89,58,73,0,52,74,33,34,54,71,6'8'',53,59,2338,4.198524975,0.086197262
2010,RJ Barrett,80,215,29,Jazz,SF,3,3,10,54,52,88,13,76,84,74,85,38,55,0,53,35,88,35,74,87,80,5,60,66,33,0,96,72,62,47,73,60,6'8'',62,62,1746,3.13,0.08604811
2011,Sam Bowie,85,240,32,Grizzlies,C,1,1,9,42,35,57,9,26,39,86,83,5,58,0,64,44,25,44,10,32,23,39,63,69,85,0,76,83,44,42,42,67,7'1'',53,52,2242,4.018251936,0.086028587
2011,Tryggvi Hlinason,85,255,32,Globetrotters,C,1,1,12,35,54,96,59,26,39,72,60,5,9,0,59,5,33,95,39,95,63,50,60,82,5,0,77,60,32,11,64,60,7'1'',59,59,1188,2.122311275,0.085749951
2009,Steve Smith,79,200,23,SuperSonics,SG,4,4,1,62,72,99,28,85,25,63,97,55,89,0,43,67,57,22,66,36,36,5,27,54,66,0,78,68,76,65,45,46,6'7'',55,59,1793,3.2,0.085666481
2011,Jock Landale,84,260,35,Knicks,C,1,1,14,31,49,57,84,42,80,81,86,5,38,0,33,5,42,57,20,10,83,41,59,83,79,0,43,69,46,12,54,72,7'0'',54,51,2041,3.642386385,0.085661218
2009,Deng Adel,79,190,31,Spurs,SF,3,3,10,48,42,62,71,20,24,100,99,54,70,0,65,70,47,47,66,89,42,42,49,53,51,0,26,68,76,69,75,51,6'7'',60,60,1122,2,0.085561497
2010,Mustapha Heron,77,225,30,Warriors,SG,4,4,11,49,51,78,66,23,2,87,88,57,38,0,53,29,66,7,91,16,79,5,55,53,72,0,14,62,72,38,58,57,6'5'',61,61,1360,2.42,0.085411765
2009,RJ Barrett,80,215,28,Nuggets,SF,3,3,9,49,44,88,13,76,84,76,88,35,55,0,52,37,90,32,72,85,76,5,63,68,35,0,100,75,62,48,72,62,6'8'',63,63,1703,3.02,0.085120376
2008,Drazen Petrovic,77,200,29,Jazz,SG,4,4,7,45,53,23,40,85,71,30,93,100,19,0,68,22,68,30,65,81,49,28,16,30,46,0,15,29,96,32,72,29,6'5'',55,55,1349,2.390993466,0.08507612
2008,Trey Burke,73,185,24,Nuggets,PG,5,5,3,53,54,93,96,8,76,67,79,76,56,0,88,77,59,5,46,18,76,5,43,42,40,0,27,50,78,81,42,43,6'1'',60,63,1217,2.155759715,0.085025856
2010,Walt Frazier,76,205,23,Kings,SG,4,4,1,65,61,92,76,64,46,73,93,36,46,0,68,24,26,19,75,46,26,16,60,43,100,0,70,78,64,26,35,57,6'4'',54,58,2260,4,0.084955752
2009,Jesus Shuttlesworth,77,200,35,Knicks,SG,4,4,13,27,36,43,34,53,73,58,80,71,87,0,79,53,76,38,65,61,8,34,38,57,43,0,45,51,76,62,58,49,6'5'',58,54,2138,3.78,0.084864359
2011,Dan Langhi,83,230,30,Magic,SF,3,3,7,44,42,46,43,42,43,43,74,57,24,0,82,33,54,60,36,74,70,41,69,43,54,0,24,40,66,41,83,54,6'11'',52,52,2382,4.193624109,0.084506279
